progressBlock,color,progressColor,ans,concept,ID
3,"SY",23,29,"Safety","2024127-1245-26929"
3,"SG",24,50,"Safety","2024127-1245-26929"
3,"WH",25,26,"Safety","2024127-1245-26929"
3,"MR",26,16,"Safety","2024127-1245-26929"
3,"A2",27,8,"Safety","2024127-1245-26929"
3,"LY",28,38,"Safety","2024127-1245-26929"
3,"DG",29,50,"Safety","2024127-1245-26929"
3,"LO",30,21,"Safety","2024127-1245-26929"
3,"MG",31,51,"Safety","2024127-1245-26929"
3,"BK",32,4,"Safety","2024127-1245-26929"
3,"DH",33,50,"Safety","2024127-1245-26929"
3,"A1",34,14,"Safety","2024127-1245-26929"
3,"LR",35,58,"Safety","2024127-1245-26929"
3,"SO",36,59,"Safety","2024127-1245-26929"
3,"LG",37,74,"Safety","2024127-1245-26929"
4,"A1",1,18,"Angry","2024127-1245-26929"
4,"MO",2,65,"Angry","2024127-1245-26929"
4,"DP",3,0,"Angry","2024127-1245-26929"
4,"MY",4,57,"Angry","2024127-1245-26929"
4,"LG",5,7,"Angry","2024127-1245-26929"
4,"MC",6,0,"Angry","2024127-1245-26929"
4,"MH",7,1,"Angry","2024127-1245-26929"
4,"DB",8,2,"Angry","2024127-1245-26929"
4,"LR",9,62,"Angry","2024127-1245-26929"
4,"SH",10,19,"Angry","2024127-1245-26929"
4,"DH",11,14,"Angry","2024127-1245-26929"
4,"SB",12,3,"Angry","2024127-1245-26929"
4,"BK",13,61,"Angry","2024127-1245-26929"
4,"DO",14,57,"Angry","2024127-1245-26929"
4,"LC",15,9,"Angry","2024127-1245-26929"
4,"DR",16,68,"Angry","2024127-1245-26929"
4,"SY",17,68,"Angry","2024127-1245-26929"
4,"DY",18,10,"Angry","2024127-1245-26929"
4,"LB",19,0,"Angry","2024127-1245-26929"
4,"DC",20,11,"Angry","2024127-1245-26929"
4,"A2",21,31,"Angry","2024127-1245-26929"
4,"MP",22,11,"Angry","2024127-1245-26929"
4,"LH",23,30,"Angry","2024127-1245-26929"
4,"LY",24,42,"Angry","2024127-1245-26929"
4,"SR",25,94,"Angry","2024127-1245-26929"
4,"SP",26,25,"Angry","2024127-1245-26929"
4,"WH",27,5,"Angry","2024127-1245-26929"
4,"A3",28,3,"Angry","2024127-1245-26929"
4,"SG",29,2,"Angry","2024127-1245-26929"
4,"SO",30,71,"Angry","2024127-1245-26929"
4,"MR",31,74,"Angry","2024127-1245-26929"
4,"LP",32,17,"Angry","2024127-1245-26929"
4,"LO",33,11,"Angry","2024127-1245-26929"
4,"MG",34,3,"Angry","2024127-1245-26929"
4,"DG",35,0,"Angry","2024127-1245-26929"
4,"SC",36,8,"Angry","2024127-1245-26929"
4,"MB",37,2,"Angry","2024127-1245-26929"
5,"DC",1,8,"Happy","2024127-1245-26929"
5,"LR",2,58,"Happy","2024127-1245-26929"
5,"MB",3,1,"Happy","2024127-1245-26929"
5,"LP",4,71,"Happy","2024127-1245-26929"
5,"MP",5,37,"Happy","2024127-1245-26929"
5,"MG",6,22,"Happy","2024127-1245-26929"
5,"A2",7,2,"Happy","2024127-1245-26929"
5,"DG",8,12,"Happy","2024127-1245-26929"
5,"MR",9,24,"Happy","2024127-1245-26929"
5,"BK",10,4,"Happy","2024127-1245-26929"
5,"SH",11,86,"Happy","2024127-1245-26929"
5,"SY",12,98,"Happy","2024127-1245-26929"
5,"DP",13,16,"Happy","2024127-1245-26929"
5,"DH",14,2,"Happy","2024127-1245-26929"
5,"MH",15,54,"Happy","2024127-1245-26929"
5,"DY",16,0,"Happy","2024127-1245-26929"
5,"DB",17,4,"Happy","2024127-1245-26929"
5,"SO",18,87,"Happy","2024127-1245-26929"
5,"LH",19,67,"Happy","2024127-1245-26929"
5,"LB",20,54,"Happy","2024127-1245-26929"
5,"DO",21,7,"Happy","2024127-1245-26929"
5,"SB",22,41,"Happy","2024127-1245-26929"
5,"SC",23,88,"Happy","2024127-1245-26929"
5,"SR",24,84,"Happy","2024127-1245-26929"
5,"A1",25,1,"Happy","2024127-1245-26929"
5,"LC",26,56,"Happy","2024127-1245-26929"
5,"SP",27,69,"Happy","2024127-1245-26929"
5,"MC",28,33,"Happy","2024127-1245-26929"
5,"DR",29,18,"Happy","2024127-1245-26929"
5,"LY",30,60,"Happy","2024127-1245-26929"
5,"LO",31,55,"Happy","2024127-1245-26929"
5,"SG",32,58,"Happy","2024127-1245-26929"
5,"A3",33,6,"Happy","2024127-1245-26929"
5,"MO",34,6,"Happy","2024127-1245-26929"
5,"WH",35,3,"Happy","2024127-1245-26929"
5,"LG",36,38,"Happy","2024127-1245-26929"
5,"MY",37,20,"Happy","2024127-1245-26929"
6,"DY",1,0,"Love","2024127-1245-26929"
6,"DC",2,5,"Love","2024127-1245-26929"
6,"LR",3,98,"Love","2024127-1245-26929"
6,"DH",4,5,"Love","2024127-1245-26929"
6,"LH",5,35,"Love","2024127-1245-26929"
6,"A3",6,4,"Love","2024127-1245-26929"
6,"DB",7,31,"Love","2024127-1245-26929"
6,"MR",8,83,"Love","2024127-1245-26929"
6,"DO",9,1,"Love","2024127-1245-26929"
6,"SC",10,21,"Love","2024127-1245-26929"
6,"MH",11,29,"Love","2024127-1245-26929"
6,"LG",12,18,"Love","2024127-1245-26929"
6,"WH",13,14,"Love","2024127-1245-26929"
6,"SP",14,62,"Love","2024127-1245-26929"
6,"DG",15,32,"Love","2024127-1245-26929"
6,"LY",16,14,"Love","2024127-1245-26929"
6,"MP",17,42,"Love","2024127-1245-26929"
6,"A1",18,2,"Love","2024127-1245-26929"
6,"DP",19,34,"Love","2024127-1245-26929"
6,"LP",20,67,"Love","2024127-1245-26929"
6,"LO",21,42,"Love","2024127-1245-26929"
6,"SG",22,12,"Love","2024127-1245-26929"
6,"SY",23,29,"Love","2024127-1245-26929"
6,"SB",24,10,"Love","2024127-1245-26929"
6,"MY",25,3,"Love","2024127-1245-26929"
6,"LC",26,31,"Love","2024127-1245-26929"
6,"BK",27,2,"Love","2024127-1245-26929"
6,"SH",28,18,"Love","2024127-1245-26929"
6,"DR",29,62,"Love","2024127-1245-26929"
6,"A2",30,3,"Love","2024127-1245-26929"
6,"SO",31,15,"Love","2024127-1245-26929"
6,"SR",32,94,"Love","2024127-1245-26929"
6,"MB",33,22,"Love","2024127-1245-26929"
6,"MC",34,13,"Love","2024127-1245-26929"
6,"MG",35,10,"Love","2024127-1245-26929"
6,"LB",36,19,"Love","2024127-1245-26929"
6,"MO",37,11,"Love","2024127-1245-26929"
7,"LG",1,10,"Comfort","2024127-1245-26929"
7,"SB",2,77,"Comfort","2024127-1245-26929"
7,"DR",3,3,"Comfort","2024127-1245-26929"
7,"BK",4,0,"Comfort","2024127-1245-26929"
7,"DC",5,59,"Comfort","2024127-1245-26929"
7,"WH",6,4,"Comfort","2024127-1245-26929"
7,"DH",7,39,"Comfort","2024127-1245-26929"
7,"SO",8,12,"Comfort","2024127-1245-26929"
7,"DB",9,60,"Comfort","2024127-1245-26929"
7,"MR",10,35,"Comfort","2024127-1245-26929"
7,"SC",11,94,"Comfort","2024127-1245-26929"
7,"LR",12,71,"Comfort","2024127-1245-26929"
7,"MG",13,58,"Comfort","2024127-1245-26929"
7,"SR",14,16,"Comfort","2024127-1245-26929"
7,"DP",15,58,"Comfort","2024127-1245-26929"
7,"MO",16,9,"Comfort","2024127-1245-26929"
7,"MY",17,16,"Comfort","2024127-1245-26929"
7,"DO",18,23,"Comfort","2024127-1245-26929"
7,"LY",19,8,"Comfort","2024127-1245-26929"
7,"LB",20,31,"Comfort","2024127-1245-26929"
7,"MB",21,42,"Comfort","2024127-1245-26929"
7,"MC",22,38,"Comfort","2024127-1245-26929"
7,"LP",23,86,"Comfort","2024127-1245-26929"
7,"LC",24,77,"Comfort","2024127-1245-26929"
7,"A2",25,7,"Comfort","2024127-1245-26929"
7,"DY",26,0,"Comfort","2024127-1245-26929"
7,"DG",27,55,"Comfort","2024127-1245-26929"
7,"LH",28,58,"Comfort","2024127-1245-26929"
7,"SG",29,40,"Comfort","2024127-1245-26929"
7,"A1",30,9,"Comfort","2024127-1245-26929"
7,"SY",31,3,"Comfort","2024127-1245-26929"
7,"MP",32,55,"Comfort","2024127-1245-26929"
7,"SP",33,47,"Comfort","2024127-1245-26929"
7,"SH",34,64,"Comfort","2024127-1245-26929"
7,"LO",35,12,"Comfort","2024127-1245-26929"
7,"MH",36,53,"Comfort","2024127-1245-26929"
7,"A3",37,3,"Comfort","2024127-1245-26929"
8,"WH",1,98,"Peace","2024127-1245-26929"
8,"SB",2,97,"Peace","2024127-1245-26929"
8,"MH",3,63,"Peace","2024127-1245-26929"
8,"LR",4,3,"Peace","2024127-1245-26929"
8,"DH",5,18,"Peace","2024127-1245-26929"
8,"DP",6,38,"Peace","2024127-1245-26929"
8,"LC",7,98,"Peace","2024127-1245-26929"
8,"DO",8,5,"Peace","2024127-1245-26929"
8,"MG",9,63,"Peace","2024127-1245-26929"
8,"SY",10,5,"Peace","2024127-1245-26929"
8,"SH",11,56,"Peace","2024127-1245-26929"
8,"LB",12,91,"Peace","2024127-1245-26929"
8,"MR",13,3,"Peace","2024127-1245-26929"
8,"A3",14,69,"Peace","2024127-1245-26929"
8,"SG",15,5,"Peace","2024127-1245-26929"
8,"LP",16,78,"Peace","2024127-1245-26929"
8,"LH",17,58,"Peace","2024127-1245-26929"
8,"A1",18,1,"Peace","2024127-1245-26929"
8,"MY",19,6,"Peace","2024127-1245-26929"
8,"DY",20,3,"Peace","2024127-1245-26929"
8,"MB",21,60,"Peace","2024127-1245-26929"
8,"BK",22,0,"Peace","2024127-1245-26929"
8,"DR",23,2,"Peace","2024127-1245-26929"
8,"LG",24,76,"Peace","2024127-1245-26929"
8,"A2",25,2,"Peace","2024127-1245-26929"
8,"SO",26,1,"Peace","2024127-1245-26929"
8,"LY",27,8,"Peace","2024127-1245-26929"
8,"DG",28,41,"Peace","2024127-1245-26929"
8,"SR",29,2,"Peace","2024127-1245-26929"
8,"SC",30,69,"Peace","2024127-1245-26929"
8,"MP",31,57,"Peace","2024127-1245-26929"
8,"DB",32,62,"Peace","2024127-1245-26929"
8,"LO",33,50,"Peace","2024127-1245-26929"
8,"SP",34,36,"Peace","2024127-1245-26929"
8,"MO",35,28,"Peace","2024127-1245-26929"
8,"MC",36,46,"Peace","2024127-1245-26929"
8,"DC",37,34,"Peace","2024127-1245-26929"
9,"DY",1,1,"Justice","2024127-1245-26929"
9,"MC",2,60,"Justice","2024127-1245-26929"
9,"LR",3,35,"Justice","2024127-1245-26929"
9,"A2",4,5,"Justice","2024127-1245-26929"
9,"LG",5,33,"Justice","2024127-1245-26929"
9,"BK",6,1,"Justice","2024127-1245-26929"
9,"MY",7,2,"Justice","2024127-1245-26929"
9,"MB",8,16,"Justice","2024127-1245-26929"
9,"MG",9,14,"Justice","2024127-1245-26929"
9,"MR",10,30,"Justice","2024127-1245-26929"
9,"DC",11,18,"Justice","2024127-1245-26929"
9,"LH",12,13,"Justice","2024127-1245-26929"
9,"DG",13,39,"Justice","2024127-1245-26929"
9,"LP",14,54,"Justice","2024127-1245-26929"
9,"DH",15,39,"Justice","2024127-1245-26929"
9,"SC",16,50,"Justice","2024127-1245-26929"
9,"WH",17,37,"Justice","2024127-1245-26929"
9,"SB",18,61,"Justice","2024127-1245-26929"
9,"SO",19,78,"Justice","2024127-1245-26929"
9,"SR",20,71,"Justice","2024127-1245-26929"
9,"MO",21,17,"Justice","2024127-1245-26929"
9,"DR",22,46,"Justice","2024127-1245-26929"
9,"SG",23,62,"Justice","2024127-1245-26929"
9,"DP",24,24,"Justice","2024127-1245-26929"
9,"SY",25,44,"Justice","2024127-1245-26929"
9,"A3",26,10,"Justice","2024127-1245-26929"
9,"A1",27,15,"Justice","2024127-1245-26929"
9,"DB",28,69,"Justice","2024127-1245-26929"
9,"MH",29,45,"Justice","2024127-1245-26929"
9,"DO",30,4,"Justice","2024127-1245-26929"
9,"LB",31,13,"Justice","2024127-1245-26929"
9,"MP",32,6,"Justice","2024127-1245-26929"
9,"LC",33,21,"Justice","2024127-1245-26929"
9,"LY",34,16,"Justice","2024127-1245-26929"
9,"LO",35,6,"Justice","2024127-1245-26929"
9,"SH",36,23,"Justice","2024127-1245-26929"
9,"SP",37,13,"Justice","2024127-1245-26929"
10,"LO",1,4,"Lightning","2024127-1245-26929"
10,"BK",2,2,"Lightning","2024127-1245-26929"
10,"MH",3,1,"Lightning","2024127-1245-26929"
10,"A1",4,4,"Lightning","2024127-1245-26929"
10,"DH",5,1,"Lightning","2024127-1245-26929"
10,"DY",6,0,"Lightning","2024127-1245-26929"
10,"SP",7,0,"Lightning","2024127-1245-26929"
10,"LC",8,1,"Lightning","2024127-1245-26929"
10,"MG",9,1,"Lightning","2024127-1245-26929"
10,"MP",10,1,"Lightning","2024127-1245-26929"
10,"DP",11,1,"Lightning","2024127-1245-26929"
10,"SC",12,1,"Lightning","2024127-1245-26929"
10,"SR",13,5,"Lightning","2024127-1245-26929"
10,"DC",14,0,"Lightning","2024127-1245-26929"
10,"LG",15,1,"Lightning","2024127-1245-26929"
10,"MC",16,1,"Lightning","2024127-1245-26929"
10,"A2",17,14,"Lightning","2024127-1245-26929"
10,"WH",18,69,"Lightning","2024127-1245-26929"
10,"LY",19,90,"Lightning","2024127-1245-26929"
10,"DR",20,1,"Lightning","2024127-1245-26929"
10,"DB",21,0,"Lightning","2024127-1245-26929"
10,"SY",22,100,"Lightning","2024127-1245-26929"
10,"LR",23,1,"Lightning","2024127-1245-26929"
10,"SG",24,1,"Lightning","2024127-1245-26929"
10,"A3",25,2,"Lightning","2024127-1245-26929"
10,"MY",26,55,"Lightning","2024127-1245-26929"
10,"SO",27,42,"Lightning","2024127-1245-26929"
10,"LP",28,1,"Lightning","2024127-1245-26929"
10,"MR",29,1,"Lightning","2024127-1245-26929"
10,"DG",30,4,"Lightning","2024127-1245-26929"
10,"SB",31,3,"Lightning","2024127-1245-26929"
10,"MB",32,7,"Lightning","2024127-1245-26929"
10,"DO",33,1,"Lightning","2024127-1245-26929"
10,"LH",34,3,"Lightning","2024127-1245-26929"
10,"MO",35,3,"Lightning","2024127-1245-26929"
10,"LB",36,0,"Lightning","2024127-1245-26929"
10,"SH",37,2,"Lightning","2024127-1245-26929"
11,"MC",1,18,"Drought","2024127-1245-26929"
11,"MG",2,17,"Drought","2024127-1245-26929"
11,"LO",3,59,"Drought","2024127-1245-26929"
11,"SB",4,1,"Drought","2024127-1245-26929"
11,"A3",5,58,"Drought","2024127-1245-26929"
11,"SG",6,1,"Drought","2024127-1245-26929"
11,"LC",7,12,"Drought","2024127-1245-26929"
11,"MH",8,65,"Drought","2024127-1245-26929"
11,"LR",9,53,"Drought","2024127-1245-26929"
11,"BK",10,54,"Drought","2024127-1245-26929"
11,"SH",11,1,"Drought","2024127-1245-26929"
11,"DG",12,0,"Drought","2024127-1245-26929"
11,"SY",13,13,"Drought","2024127-1245-26929"
11,"MP",14,9,"Drought","2024127-1245-26929"
11,"LP",15,4,"Drought","2024127-1245-26929"
11,"A1",16,53,"Drought","2024127-1245-26929"
11,"SC",17,1,"Drought","2024127-1245-26929"
11,"LG",18,59,"Drought","2024127-1245-26929"
11,"DR",19,3,"Drought","2024127-1245-26929"
11,"DH",20,26,"Drought","2024127-1245-26929"
11,"DY",21,89,"Drought","2024127-1245-26929"
11,"SO",22,2,"Drought","2024127-1245-26929"
11,"MO",23,65,"Drought","2024127-1245-26929"
11,"DB",24,0,"Drought","2024127-1245-26929"
11,"MB",25,2,"Drought","2024127-1245-26929"
11,"LY",26,43,"Drought","2024127-1245-26929"
11,"DO",27,56,"Drought","2024127-1245-26929"
11,"LB",28,2,"Drought","2024127-1245-26929"
11,"WH",29,5,"Drought","2024127-1245-26929"
11,"DP",30,0,"Drought","2024127-1245-26929"
11,"DC",31,0,"Drought","2024127-1245-26929"
11,"SR",32,0,"Drought","2024127-1245-26929"
11,"MY",33,71,"Drought","2024127-1245-26929"
11,"A2",34,46,"Drought","2024127-1245-26929"
11,"LH",35,53,"Drought","2024127-1245-26929"
11,"MR",36,10,"Drought","2024127-1245-26929"
11,"SP",37,1,"Drought","2024127-1245-26929"
12,"DC",1,0,"Sandstorm","2024127-1245-26929"
12,"A3",2,59,"Sandstorm","2024127-1245-26929"
12,"MY",3,100,"Sandstorm","2024127-1245-26929"
12,"SB",4,0,"Sandstorm","2024127-1245-26929"
12,"WH",5,14,"Sandstorm","2024127-1245-26929"
12,"DR",6,24,"Sandstorm","2024127-1245-26929"
12,"SP",7,0,"Sandstorm","2024127-1245-26929"
12,"A1",8,24,"Sandstorm","2024127-1245-26929"
12,"LY",9,90,"Sandstorm","2024127-1245-26929"
12,"LG",10,1,"Sandstorm","2024127-1245-26929"
12,"MC",11,4,"Sandstorm","2024127-1245-26929"
12,"A2",12,22,"Sandstorm","2024127-1245-26929"
12,"SY",13,35,"Sandstorm","2024127-1245-26929"
12,"SC",14,1,"Sandstorm","2024127-1245-26929"
12,"MH",15,2,"Sandstorm","2024127-1245-26929"
12,"MR",16,40,"Sandstorm","2024127-1245-26929"
12,"LB",17,1,"Sandstorm","2024127-1245-26929"
12,"DB",18,2,"Sandstorm","2024127-1245-26929"
12,"LO",19,84,"Sandstorm","2024127-1245-26929"
12,"DY",20,9,"Sandstorm","2024127-1245-26929"
12,"SO",21,64,"Sandstorm","2024127-1245-26929"
12,"SG",22,2,"Sandstorm","2024127-1245-26929"
12,"DH",23,0,"Sandstorm","2024127-1245-26929"
12,"MG",24,3,"Sandstorm","2024127-1245-26929"
12,"DO",25,57,"Sandstorm","2024127-1245-26929"
12,"LH",26,53,"Sandstorm","2024127-1245-26929"
12,"DP",27,2,"Sandstorm","2024127-1245-26929"
12,"BK",28,2,"Sandstorm","2024127-1245-26929"
12,"SH",29,5,"Sandstorm","2024127-1245-26929"
12,"SR",30,21,"Sandstorm","2024127-1245-26929"
12,"LP",31,2,"Sandstorm","2024127-1245-26929"
12,"LR",32,53,"Sandstorm","2024127-1245-26929"
12,"DG",33,2,"Sandstorm","2024127-1245-26929"
12,"LC",34,6,"Sandstorm","2024127-1245-26929"
12,"MO",35,83,"Sandstorm","2024127-1245-26929"
12,"MP",36,4,"Sandstorm","2024127-1245-26929"
12,"MB",37,2,"Sandstorm","2024127-1245-26929"
13,"LG",1,1,"Banana","2024127-1245-26929"
13,"MO",2,40,"Banana","2024127-1245-26929"
13,"SH",3,33,"Banana","2024127-1245-26929"
13,"SC",4,1,"Banana","2024127-1245-26929"
13,"SY",5,100,"Banana","2024127-1245-26929"
13,"MY",6,89,"Banana","2024127-1245-26929"
13,"DC",7,2,"Banana","2024127-1245-26929"
13,"DB",8,0,"Banana","2024127-1245-26929"
13,"LR",9,1,"Banana","2024127-1245-26929"
13,"DR",10,1,"Banana","2024127-1245-26929"
13,"SP",11,1,"Banana","2024127-1245-26929"
13,"DP",12,1,"Banana","2024127-1245-26929"
13,"MC",13,1,"Banana","2024127-1245-26929"
13,"DY",14,24,"Banana","2024127-1245-26929"
13,"A3",15,18,"Banana","2024127-1245-26929"
13,"SO",16,28,"Banana","2024127-1245-26929"
13,"LO",17,77,"Banana","2024127-1245-26929"
13,"WH",18,55,"Banana","2024127-1245-26929"
13,"MG",19,1,"Banana","2024127-1245-26929"
13,"SR",20,1,"Banana","2024127-1245-26929"
13,"DO",21,71,"Banana","2024127-1245-26929"
13,"LH",22,15,"Banana","2024127-1245-26929"
13,"LP",23,1,"Banana","2024127-1245-26929"
13,"LC",24,1,"Banana","2024127-1245-26929"
13,"BK",25,55,"Banana","2024127-1245-26929"
13,"A2",26,1,"Banana","2024127-1245-26929"
13,"DG",27,1,"Banana","2024127-1245-26929"
13,"SG",28,1,"Banana","2024127-1245-26929"
13,"MR",29,1,"Banana","2024127-1245-26929"
13,"MH",30,8,"Banana","2024127-1245-26929"
13,"SB",31,1,"Banana","2024127-1245-26929"
13,"MP",32,1,"Banana","2024127-1245-26929"
13,"LY",33,92,"Banana","2024127-1245-26929"
13,"MB",34,1,"Banana","2024127-1245-26929"
13,"DH",35,1,"Banana","2024127-1245-26929"
13,"A1",36,1,"Banana","2024127-1245-26929"
13,"LB",37,1,"Banana","2024127-1245-26929"
14,"A1",1,0,"Carrot","2024127-1245-26929"
14,"DR",2,54,"Carrot","2024127-1245-26929"
14,"LH",3,16,"Carrot","2024127-1245-26929"
14,"SY",4,61,"Carrot","2024127-1245-26929"
14,"WH",5,1,"Carrot","2024127-1245-26929"
14,"LY",6,57,"Carrot","2024127-1245-26929"
14,"MB",7,1,"Carrot","2024127-1245-26929"
14,"SO",8,100,"Carrot","2024127-1245-26929"
14,"A2",9,1,"Carrot","2024127-1245-26929"
14,"MH",10,54,"Carrot","2024127-1245-26929"
14,"DO",11,35,"Carrot","2024127-1245-26929"
14,"SH",12,1,"Carrot","2024127-1245-26929"
14,"LP",13,2,"Carrot","2024127-1245-26929"
14,"MO",14,54,"Carrot","2024127-1245-26929"
14,"MC",15,0,"Carrot","2024127-1245-26929"
14,"SR",16,0,"Carrot","2024127-1245-26929"
14,"DH",17,71,"Carrot","2024127-1245-26929"
14,"MP",18,0,"Carrot","2024127-1245-26929"
14,"DY",19,0,"Carrot","2024127-1245-26929"
14,"DB",20,0,"Carrot","2024127-1245-26929"
14,"LB",21,0,"Carrot","2024127-1245-26929"
14,"LO",22,34,"Carrot","2024127-1245-26929"
14,"DG",23,65,"Carrot","2024127-1245-26929"
14,"A3",24,0,"Carrot","2024127-1245-26929"
14,"MY",25,55,"Carrot","2024127-1245-26929"
14,"LG",26,1,"Carrot","2024127-1245-26929"
14,"BK",27,1,"Carrot","2024127-1245-26929"
14,"DC",28,0,"Carrot","2024127-1245-26929"
14,"SC",29,0,"Carrot","2024127-1245-26929"
14,"SP",30,28,"Carrot","2024127-1245-26929"
14,"LC",31,1,"Carrot","2024127-1245-26929"
14,"MR",32,53,"Carrot","2024127-1245-26929"
14,"LR",33,1,"Carrot","2024127-1245-26929"
14,"MG",34,58,"Carrot","2024127-1245-26929"
14,"SG",35,45,"Carrot","2024127-1245-26929"
14,"DP",36,56,"Carrot","2024127-1245-26929"
14,"SB",37,1,"Carrot","2024127-1245-26929"
15,"DO",1,58,"Mango","2024127-1245-26929"
15,"MH",2,38,"Mango","2024127-1245-26929"
15,"LC",3,0,"Mango","2024127-1245-26929"
15,"LY",4,87,"Mango","2024127-1245-26929"
15,"MB",5,1,"Mango","2024127-1245-26929"
15,"SB",6,1,"Mango","2024127-1245-26929"
15,"A2",7,1,"Mango","2024127-1245-26929"
15,"LB",8,1,"Mango","2024127-1245-26929"
15,"LR",9,60,"Mango","2024127-1245-26929"
15,"DC",10,1,"Mango","2024127-1245-26929"
15,"A1",11,1,"Mango","2024127-1245-26929"
15,"DY",12,55,"Mango","2024127-1245-26929"
15,"SC",13,1,"Mango","2024127-1245-26929"
15,"SY",14,71,"Mango","2024127-1245-26929"
15,"LH",15,0,"Mango","2024127-1245-26929"
15,"SG",16,14,"Mango","2024127-1245-26929"
15,"MP",17,1,"Mango","2024127-1245-26929"
15,"A3",18,1,"Mango","2024127-1245-26929"
15,"DG",19,55,"Mango","2024127-1245-26929"
15,"DH",20,71,"Mango","2024127-1245-26929"
15,"MR",21,91,"Mango","2024127-1245-26929"
15,"MG",22,56,"Mango","2024127-1245-26929"
15,"MO",23,68,"Mango","2024127-1245-26929"
15,"MY",24,97,"Mango","2024127-1245-26929"
15,"SR",25,87,"Mango","2024127-1245-26929"
15,"LP",26,1,"Mango","2024127-1245-26929"
15,"DR",27,67,"Mango","2024127-1245-26929"
15,"DB",28,0,"Mango","2024127-1245-26929"
15,"DP",29,1,"Mango","2024127-1245-26929"
15,"SP",30,1,"Mango","2024127-1245-26929"
15,"SO",31,100,"Mango","2024127-1245-26929"
15,"MC",32,1,"Mango","2024127-1245-26929"
15,"LG",33,0,"Mango","2024127-1245-26929"
15,"SH",34,1,"Mango","2024127-1245-26929"
15,"WH",35,1,"Mango","2024127-1245-26929"
15,"BK",36,1,"Mango","2024127-1245-26929"
15,"LO",37,57,"Mango","2024127-1245-26929"
16,"LY",1,20,"Peach","2024127-1245-26929"
16,"A2",2,0,"Peach","2024127-1245-26929"
16,"MO",3,57,"Peach","2024127-1245-26929"
16,"LP",4,1,"Peach","2024127-1245-26929"
16,"MC",5,0,"Peach","2024127-1245-26929"
16,"SG",6,0,"Peach","2024127-1245-26929"
16,"LG",7,1,"Peach","2024127-1245-26929"
16,"SR",8,33,"Peach","2024127-1245-26929"
16,"SB",9,0,"Peach","2024127-1245-26929"
16,"SH",10,1,"Peach","2024127-1245-26929"
16,"DR",11,53,"Peach","2024127-1245-26929"
16,"DB",12,1,"Peach","2024127-1245-26929"
16,"WH",13,1,"Peach","2024127-1245-26929"
16,"BK",14,1,"Peach","2024127-1245-26929"
16,"DY",15,8,"Peach","2024127-1245-26929"
16,"MP",16,0,"Peach","2024127-1245-26929"
16,"MH",17,1,"Peach","2024127-1245-26929"
16,"SY",18,60,"Peach","2024127-1245-26929"
16,"LC",19,1,"Peach","2024127-1245-26929"
16,"LR",20,60,"Peach","2024127-1245-26929"
16,"SC",21,0,"Peach","2024127-1245-26929"
16,"DC",22,0,"Peach","2024127-1245-26929"
16,"DO",23,1,"Peach","2024127-1245-26929"
16,"DP",24,1,"Peach","2024127-1245-26929"
16,"MB",25,1,"Peach","2024127-1245-26929"
16,"MY",26,69,"Peach","2024127-1245-26929"
16,"LB",27,1,"Peach","2024127-1245-26929"
16,"LO",28,100,"Peach","2024127-1245-26929"
16,"SP",29,1,"Peach","2024127-1245-26929"
16,"LH",30,0,"Peach","2024127-1245-26929"
16,"A3",31,35,"Peach","2024127-1245-26929"
16,"MG",32,55,"Peach","2024127-1245-26929"
16,"A1",33,1,"Peach","2024127-1245-26929"
16,"DG",34,56,"Peach","2024127-1245-26929"
16,"MR",35,56,"Peach","2024127-1245-26929"
16,"DH",36,53,"Peach","2024127-1245-26929"
16,"SO",37,77,"Peach","2024127-1245-26929"
1,"LG",1,21,"Lightning","2024127-1245-7801"
1,"MO",2,12,"Lightning","2024127-1245-7801"
1,"A3",3,71,"Lightning","2024127-1245-7801"
1,"MY",4,3,"Lightning","2024127-1245-7801"
1,"LY",5,29,"Lightning","2024127-1245-7801"
1,"LO",6,0,"Lightning","2024127-1245-7801"
1,"MG",7,9,"Lightning","2024127-1245-7801"
1,"DO",8,0,"Lightning","2024127-1245-7801"
1,"LB",9,57,"Lightning","2024127-1245-7801"
1,"MH",10,0,"Lightning","2024127-1245-7801"
1,"DY",11,0,"Lightning","2024127-1245-7801"
1,"DR",12,0,"Lightning","2024127-1245-7801"
1,"SO",13,0,"Lightning","2024127-1245-7801"
1,"SP",14,69,"Lightning","2024127-1245-7801"
1,"SR",15,0,"Lightning","2024127-1245-7801"
1,"DG",16,0,"Lightning","2024127-1245-7801"
1,"MR",17,0,"Lightning","2024127-1245-7801"
1,"MP",18,83,"Lightning","2024127-1245-7801"
1,"MC",19,66,"Lightning","2024127-1245-7801"
1,"DH",20,0,"Lightning","2024127-1245-7801"
1,"LH",21,0,"Lightning","2024127-1245-7801"
1,"MB",22,44,"Lightning","2024127-1245-7801"
1,"SG",23,3,"Lightning","2024127-1245-7801"
1,"SH",24,0,"Lightning","2024127-1245-7801"
1,"SC",25,19,"Lightning","2024127-1245-7801"
1,"DB",26,71,"Lightning","2024127-1245-7801"
1,"LP",27,82,"Lightning","2024127-1245-7801"
1,"A1",28,91,"Lightning","2024127-1245-7801"
1,"LR",29,0,"Lightning","2024127-1245-7801"
1,"BK",30,60,"Lightning","2024127-1245-7801"
1,"DP",31,65,"Lightning","2024127-1245-7801"
1,"A2",32,81,"Lightning","2024127-1245-7801"
1,"LC",33,0,"Lightning","2024127-1245-7801"
