progressBlock,color,progressColor,ans,conceptFr,expCountry,ID
1,LB,1,0,pêche,mdg2,2024210-1521-9953
1,MP,2,26,pêche,mdg2,2024210-1521-9953
1,LO,3,62,pêche,mdg2,2024210-1521-9953
1,SR,4,58,pêche,mdg2,2024210-1521-9953
1,MH,5,64,pêche,mdg2,2024210-1521-9953
1,SG,6,39,pêche,mdg2,2024210-1521-9953
1,MO,7,59,pêche,mdg2,2024210-1521-9953
1,LY,8,30,pêche,mdg2,2024210-1521-9953
1,DP,9,0,pêche,mdg2,2024210-1521-9953
1,SC,10,0,pêche,mdg2,2024210-1521-9953
1,MR,11,74,pêche,mdg2,2024210-1521-9953
1,DB,12,0,pêche,mdg2,2024210-1521-9953
1,MY,13,66,pêche,mdg2,2024210-1521-9953
1,A2,14,0,pêche,mdg2,2024210-1521-9953
1,DC,15,0,pêche,mdg2,2024210-1521-9953
1,LP,16,17,pêche,mdg2,2024210-1521-9953
1,LC,17,20,pêche,mdg2,2024210-1521-9953
1,MC,18,15,pêche,mdg2,2024210-1521-9953
1,SO,19,60,pêche,mdg2,2024210-1521-9953
1,LR,20,85,pêche,mdg2,2024210-1521-9953
1,WH,21,0,pêche,mdg2,2024210-1521-9953
1,SH,22,41,pêche,mdg2,2024210-1521-9953
1,A1,23,0,pêche,mdg2,2024210-1521-9953
1,DG,24,24,pêche,mdg2,2024210-1521-9953
1,SY,25,23,pêche,mdg2,2024210-1521-9953
1,SB,26,20,pêche,mdg2,2024210-1521-9953
1,DY,27,57,pêche,mdg2,2024210-1521-9953
1,DR,28,57,pêche,mdg2,2024210-1521-9953
1,LH,29,67,pêche,mdg2,2024210-1521-9953
1,A3,30,0,pêche,mdg2,2024210-1521-9953
1,LG,31,31,pêche,mdg2,2024210-1521-9953
1,DO,32,32,pêche,mdg2,2024210-1521-9953
1,MB,33,19,pêche,mdg2,2024210-1521-9953
1,SP,34,25,pêche,mdg2,2024210-1521-9953
1,DH,35,65,pêche,mdg2,2024210-1521-9953
1,MG,36,55,pêche,mdg2,2024210-1521-9953
1,BK,37,0,pêche,mdg2,2024210-1521-9953
2,LH,1,29,en colère,mdg2,2024210-1521-9953
2,DB,2,25,en colère,mdg2,2024210-1521-9953
2,SO,3,60,en colère,mdg2,2024210-1521-9953
2,LP,4,18,en colère,mdg2,2024210-1521-9953
2,DY,5,33,en colère,mdg2,2024210-1521-9953
2,BK,6,73,en colère,mdg2,2024210-1521-9953
2,MO,7,30,en colère,mdg2,2024210-1521-9953
2,SH,8,10,en colère,mdg2,2024210-1521-9953
2,DO,9,25,en colère,mdg2,2024210-1521-9953
2,SB,10,20,en colère,mdg2,2024210-1521-9953
2,A2,11,55,en colère,mdg2,2024210-1521-9953
2,SY,12,8,en colère,mdg2,2024210-1521-9953
2,MG,13,22,en colère,mdg2,2024210-1521-9953
2,SG,14,27,en colère,mdg2,2024210-1521-9953
2,MC,15,19,en colère,mdg2,2024210-1521-9953
2,A3,16,0,en colère,mdg2,2024210-1521-9953
2,LR,17,61,en colère,mdg2,2024210-1521-9953
2,DH,18,16,en colère,mdg2,2024210-1521-9953
2,MY,19,27,en colère,mdg2,2024210-1521-9953
2,MR,20,75,en colère,mdg2,2024210-1521-9953
2,DP,21,22,en colère,mdg2,2024210-1521-9953
2,DC,22,14,en colère,mdg2,2024210-1521-9953
2,MP,23,29,en colère,mdg2,2024210-1521-9953
2,LO,24,59,en colère,mdg2,2024210-1521-9953
2,SP,25,32,en colère,mdg2,2024210-1521-9953
2,LB,26,26,en colère,mdg2,2024210-1521-9953
2,SC,27,25,en colère,mdg2,2024210-1521-9953
2,LC,28,21,en colère,mdg2,2024210-1521-9953
2,DR,29,100,en colère,mdg2,2024210-1521-9953
2,MH,30,29,en colère,mdg2,2024210-1521-9953
2,LY,31,33,en colère,mdg2,2024210-1521-9953
2,A1,32,74,en colère,mdg2,2024210-1521-9953
2,LG,33,22,en colère,mdg2,2024210-1521-9953
2,MB,34,31,en colère,mdg2,2024210-1521-9953
2,DG,35,38,en colère,mdg2,2024210-1521-9953
2,WH,36,0,en colère,mdg2,2024210-1521-9953
2,SR,37,81,en colère,mdg2,2024210-1521-9953
3,LH,1,31,heureux,mdg2,2024210-1521-9953
3,A3,2,79,heureux,mdg2,2024210-1521-9953
3,LC,3,70,heureux,mdg2,2024210-1521-9953
3,MC,4,63,heureux,mdg2,2024210-1521-9953
3,MG,5,32,heureux,mdg2,2024210-1521-9953
3,SC,6,64,heureux,mdg2,2024210-1521-9953
3,DC,7,66,heureux,mdg2,2024210-1521-9953
3,DG,8,19,heureux,mdg2,2024210-1521-9953
3,DB,9,69,heureux,mdg2,2024210-1521-9953
3,MO,10,37,heureux,mdg2,2024210-1521-9953
3,LB,11,64,heureux,mdg2,2024210-1521-9953
3,BK,12,77,heureux,mdg2,2024210-1521-9953
3,DR,13,26,heureux,mdg2,2024210-1521-9953
3,DO,14,27,heureux,mdg2,2024210-1521-9953
3,SO,15,20,heureux,mdg2,2024210-1521-9953
3,MB,16,62,heureux,mdg2,2024210-1521-9953
3,SG,17,21,heureux,mdg2,2024210-1521-9953
3,SP,18,32,heureux,mdg2,2024210-1521-9953
3,LR,19,61,heureux,mdg2,2024210-1521-9953
3,DY,20,28,heureux,mdg2,2024210-1521-9953
3,MY,21,22,heureux,mdg2,2024210-1521-9953
3,SH,22,33,heureux,mdg2,2024210-1521-9953
3,MP,23,25,heureux,mdg2,2024210-1521-9953
3,MH,24,28,heureux,mdg2,2024210-1521-9953
3,DH,25,28,heureux,mdg2,2024210-1521-9953
3,SB,26,60,heureux,mdg2,2024210-1521-9953
3,A1,27,72,heureux,mdg2,2024210-1521-9953
3,LY,28,60,heureux,mdg2,2024210-1521-9953
3,DP,29,23,heureux,mdg2,2024210-1521-9953
3,MR,30,61,heureux,mdg2,2024210-1521-9953
3,SR,31,0,heureux,mdg2,2024210-1521-9953
3,LG,32,55,heureux,mdg2,2024210-1521-9953
3,WH,33,62,heureux,mdg2,2024210-1521-9953
3,LP,34,27,heureux,mdg2,2024210-1521-9953
3,A2,35,22,heureux,mdg2,2024210-1521-9953
3,LO,36,24,heureux,mdg2,2024210-1521-9953
3,SY,37,63,heureux,mdg2,2024210-1521-9953
4,A2,1,55,paix,mdg2,2024210-1521-9953
4,DG,2,25,paix,mdg2,2024210-1521-9953
4,LR,3,24,paix,mdg2,2024210-1521-9953
4,MP,4,35,paix,mdg2,2024210-1521-9953
4,LO,5,23,paix,mdg2,2024210-1521-9953
4,LP,6,32,paix,mdg2,2024210-1521-9953
4,LY,7,28,paix,mdg2,2024210-1521-9953
4,MY,8,29,paix,mdg2,2024210-1521-9953
4,DC,9,61,paix,mdg2,2024210-1521-9953
4,MB,10,66,paix,mdg2,2024210-1521-9953
4,MC,11,64,paix,mdg2,2024210-1521-9953
4,DO,12,31,paix,mdg2,2024210-1521-9953
4,DB,13,71,paix,mdg2,2024210-1521-9953
4,A3,14,100,paix,mdg2,2024210-1521-9953
4,MO,15,30,paix,mdg2,2024210-1521-9953
4,SP,16,20,paix,mdg2,2024210-1521-9953
4,MH,17,0,paix,mdg2,2024210-1521-9953
4,DR,18,0,paix,mdg2,2024210-1521-9953
4,MR,19,59,paix,mdg2,2024210-1521-9953
4,LH,20,0,paix,mdg2,2024210-1521-9953
4,LB,21,100,paix,mdg2,2024210-1521-9953
4,SY,22,30,paix,mdg2,2024210-1521-9953
4,LG,23,61,paix,mdg2,2024210-1521-9953
4,A1,24,27,paix,mdg2,2024210-1521-9953
4,WH,25,100,paix,mdg2,2024210-1521-9953
4,DH,26,23,paix,mdg2,2024210-1521-9953
4,MG,27,28,paix,mdg2,2024210-1521-9953
4,LC,28,75,paix,mdg2,2024210-1521-9953
4,DP,29,24,paix,mdg2,2024210-1521-9953
4,BK,30,21,paix,mdg2,2024210-1521-9953
4,DY,31,23,paix,mdg2,2024210-1521-9953
4,SR,32,27,paix,mdg2,2024210-1521-9953
4,SH,33,23,paix,mdg2,2024210-1521-9953
4,SG,34,34,paix,mdg2,2024210-1521-9953
4,SC,35,65,paix,mdg2,2024210-1521-9953
4,SO,36,24,paix,mdg2,2024210-1521-9953
4,SB,37,61,paix,mdg2,2024210-1521-9953
5,MH,1,76,arbre,mdg2,2024210-1521-9953
5,MO,2,72,arbre,mdg2,2024210-1521-9953
5,DO,3,73,arbre,mdg2,2024210-1521-9953
5,SH,4,57,arbre,mdg2,2024210-1521-9953
5,SO,5,66,arbre,mdg2,2024210-1521-9953
5,WH,6,3,arbre,mdg2,2024210-1521-9953
5,MP,7,0,arbre,mdg2,2024210-1521-9953
5,DR,8,34,arbre,mdg2,2024210-1521-9953
5,SG,9,54,arbre,mdg2,2024210-1521-9953
5,MG,10,56,arbre,mdg2,2024210-1521-9953
5,DC,11,29,arbre,mdg2,2024210-1521-9953
5,DY,12,67,arbre,mdg2,2024210-1521-9953
5,DH,13,99,arbre,mdg2,2024210-1521-9953
5,DP,14,0,arbre,mdg2,2024210-1521-9953
5,DG,15,55,arbre,mdg2,2024210-1521-9953
5,MR,16,22,arbre,mdg2,2024210-1521-9953
5,LC,17,8,arbre,mdg2,2024210-1521-9953
5,MY,18,65,arbre,mdg2,2024210-1521-9953
5,LY,19,44,arbre,mdg2,2024210-1521-9953
5,LG,20,56,arbre,mdg2,2024210-1521-9953
5,A2,21,0,arbre,mdg2,2024210-1521-9953
5,A3,22,0,arbre,mdg2,2024210-1521-9953
5,SP,23,0,arbre,mdg2,2024210-1521-9953
5,SC,24,19,arbre,mdg2,2024210-1521-9953
5,DB,25,14,arbre,mdg2,2024210-1521-9953
5,MC,26,53,arbre,mdg2,2024210-1521-9953
5,SR,27,2,arbre,mdg2,2024210-1521-9953
5,BK,28,0,arbre,mdg2,2024210-1521-9953
5,LP,29,0,arbre,mdg2,2024210-1521-9953
5,LH,30,68,arbre,mdg2,2024210-1521-9953
5,SB,31,8,arbre,mdg2,2024210-1521-9953
5,LR,32,9,arbre,mdg2,2024210-1521-9953
5,LO,33,63,arbre,mdg2,2024210-1521-9953
5,SY,34,35,arbre,mdg2,2024210-1521-9953
5,LB,35,11,arbre,mdg2,2024210-1521-9953
5,MB,36,2,arbre,mdg2,2024210-1521-9953
5,A1,37,29,arbre,mdg2,2024210-1521-9953
6,LR,1,100,amour,mdg2,2024210-1521-9953
6,MO,2,40,amour,mdg2,2024210-1521-9953
6,DH,3,19,amour,mdg2,2024210-1521-9953
6,SO,4,0,amour,mdg2,2024210-1521-9953
6,SP,5,0,amour,mdg2,2024210-1521-9953
6,LB,6,58,amour,mdg2,2024210-1521-9953
6,MH,7,1,amour,mdg2,2024210-1521-9953
6,A1,8,71,amour,mdg2,2024210-1521-9953
6,MY,9,30,amour,mdg2,2024210-1521-9953
6,SB,10,22,amour,mdg2,2024210-1521-9953
6,MB,11,25,amour,mdg2,2024210-1521-9953
6,MG,12,21,amour,mdg2,2024210-1521-9953
6,DP,13,27,amour,mdg2,2024210-1521-9953
6,LH,14,24,amour,mdg2,2024210-1521-9953
6,MC,15,0,amour,mdg2,2024210-1521-9953
6,LP,16,0,amour,mdg2,2024210-1521-9953
6,DR,17,98,amour,mdg2,2024210-1521-9953
6,A3,18,73,amour,mdg2,2024210-1521-9953
6,LG,19,33,amour,mdg2,2024210-1521-9953
6,DB,20,0,amour,mdg2,2024210-1521-9953
6,DO,21,27,amour,mdg2,2024210-1521-9953
6,LY,22,28,amour,mdg2,2024210-1521-9953
6,DC,23,18,amour,mdg2,2024210-1521-9953
6,DG,24,18,amour,mdg2,2024210-1521-9953
6,SC,25,23,amour,mdg2,2024210-1521-9953
6,SR,26,79,amour,mdg2,2024210-1521-9953
6,A2,27,63,amour,mdg2,2024210-1521-9953
6,MP,28,14,amour,mdg2,2024210-1521-9953
6,SH,29,29,amour,mdg2,2024210-1521-9953
6,MR,30,100,amour,mdg2,2024210-1521-9953
6,WH,31,100,amour,mdg2,2024210-1521-9953
6,SY,32,27,amour,mdg2,2024210-1521-9953
6,BK,33,82,amour,mdg2,2024210-1521-9953
6,DY,34,16,amour,mdg2,2024210-1521-9953
6,SG,35,20,amour,mdg2,2024210-1521-9953
6,LC,36,62,amour,mdg2,2024210-1521-9953
6,LO,37,33,amour,mdg2,2024210-1521-9953
7,MY,1,32,justice,mdg2,2024210-1521-9953
7,DH,2,19,justice,mdg2,2024210-1521-9953
7,SG,3,32,justice,mdg2,2024210-1521-9953
7,LO,4,31,justice,mdg2,2024210-1521-9953
7,DG,5,24,justice,mdg2,2024210-1521-9953
7,LY,6,27,justice,mdg2,2024210-1521-9953
7,DR,7,38,justice,mdg2,2024210-1521-9953
7,WH,8,100,justice,mdg2,2024210-1521-9953
7,MH,9,32,justice,mdg2,2024210-1521-9953
7,MR,10,22,justice,mdg2,2024210-1521-9953
7,MO,11,17,justice,mdg2,2024210-1521-9953
7,SP,12,23,justice,mdg2,2024210-1521-9953
7,SB,13,20,justice,mdg2,2024210-1521-9953
7,SO,14,12,justice,mdg2,2024210-1521-9953
7,SC,15,57,justice,mdg2,2024210-1521-9953
7,SY,16,100,justice,mdg2,2024210-1521-9953
7,DO,17,24,justice,mdg2,2024210-1521-9953
7,MP,18,34,justice,mdg2,2024210-1521-9953
7,LR,19,28,justice,mdg2,2024210-1521-9953
7,A3,20,67,justice,mdg2,2024210-1521-9953
7,MC,21,25,justice,mdg2,2024210-1521-9953
7,SR,22,22,justice,mdg2,2024210-1521-9953
7,LH,23,41,justice,mdg2,2024210-1521-9953
7,DY,24,30,justice,mdg2,2024210-1521-9953
7,MG,25,26,justice,mdg2,2024210-1521-9953
7,A1,26,76,justice,mdg2,2024210-1521-9953
7,SH,27,8,justice,mdg2,2024210-1521-9953
7,DB,28,60,justice,mdg2,2024210-1521-9953
7,LG,29,28,justice,mdg2,2024210-1521-9953
7,BK,30,91,justice,mdg2,2024210-1521-9953
7,DC,31,21,justice,mdg2,2024210-1521-9953
7,LB,32,57,justice,mdg2,2024210-1521-9953
7,MB,33,56,justice,mdg2,2024210-1521-9953
7,DP,34,23,justice,mdg2,2024210-1521-9953
7,LC,35,57,justice,mdg2,2024210-1521-9953
7,LP,36,38,justice,mdg2,2024210-1521-9953
7,A2,37,70,justice,mdg2,2024210-1521-9953
8,SH,1,46,mangue,mdg2,2024210-1521-9953
8,A2,2,0,mangue,mdg2,2024210-1521-9953
8,MO,3,57,mangue,mdg2,2024210-1521-9953
8,DY,4,55,mangue,mdg2,2024210-1521-9953
8,DR,5,23,mangue,mdg2,2024210-1521-9953
8,BK,6,16,mangue,mdg2,2024210-1521-9953
8,SR,7,31,mangue,mdg2,2024210-1521-9953
8,A3,8,24,mangue,mdg2,2024210-1521-9953
8,LR,9,30,mangue,mdg2,2024210-1521-9953
8,DC,10,19,mangue,mdg2,2024210-1521-9953
8,SG,11,38,mangue,mdg2,2024210-1521-9953
8,SY,12,54,mangue,mdg2,2024210-1521-9953
8,SO,13,100,mangue,mdg2,2024210-1521-9953
8,DH,14,42,mangue,mdg2,2024210-1521-9953
8,DO,15,58,mangue,mdg2,2024210-1521-9953
8,MG,16,0,mangue,mdg2,2024210-1521-9953
8,SC,17,0,mangue,mdg2,2024210-1521-9953
8,MP,18,0,mangue,mdg2,2024210-1521-9953
8,LG,19,53,mangue,mdg2,2024210-1521-9953
8,LY,20,58,mangue,mdg2,2024210-1521-9953
8,WH,21,0,mangue,mdg2,2024210-1521-9953
8,LB,22,24,mangue,mdg2,2024210-1521-9953
8,LO,23,59,mangue,mdg2,2024210-1521-9953
8,LP,24,25,mangue,mdg2,2024210-1521-9953
8,DB,25,0,mangue,mdg2,2024210-1521-9953
8,LC,26,10,mangue,mdg2,2024210-1521-9953
8,DP,27,28,mangue,mdg2,2024210-1521-9953
8,MY,28,61,mangue,mdg2,2024210-1521-9953
8,A1,29,22,mangue,mdg2,2024210-1521-9953
8,MC,30,20,mangue,mdg2,2024210-1521-9953
8,MR,31,35,mangue,mdg2,2024210-1521-9953
8,DG,32,54,mangue,mdg2,2024210-1521-9953
8,SP,33,28,mangue,mdg2,2024210-1521-9953
8,LH,34,61,mangue,mdg2,2024210-1521-9953
8,SB,35,5,mangue,mdg2,2024210-1521-9953
8,MH,36,55,mangue,mdg2,2024210-1521-9953
8,MB,37,18,mangue,mdg2,2024210-1521-9953
9,DH,1,61,vie,mdg2,2024210-1521-9953
9,DY,2,23,vie,mdg2,2024210-1521-9953
9,SO,3,29,vie,mdg2,2024210-1521-9953
9,WH,4,97,vie,mdg2,2024210-1521-9953
9,MY,5,26,vie,mdg2,2024210-1521-9953
9,A1,6,94,vie,mdg2,2024210-1521-9953
9,SP,7,15,vie,mdg2,2024210-1521-9953
9,MH,8,63,vie,mdg2,2024210-1521-9953
9,LB,9,64,vie,mdg2,2024210-1521-9953
9,DG,10,83,vie,mdg2,2024210-1521-9953
9,BK,11,82,vie,mdg2,2024210-1521-9953
9,LP,12,0,vie,mdg2,2024210-1521-9953
9,LH,13,0,vie,mdg2,2024210-1521-9953
9,DO,14,13,vie,mdg2,2024210-1521-9953
9,MO,15,0,vie,mdg2,2024210-1521-9953
9,DR,16,25,vie,mdg2,2024210-1521-9953
9,SY,17,8,vie,mdg2,2024210-1521-9953
9,SB,18,62,vie,mdg2,2024210-1521-9953
9,DB,19,70,vie,mdg2,2024210-1521-9953
9,LG,20,76,vie,mdg2,2024210-1521-9953
9,A2,21,80,vie,mdg2,2024210-1521-9953
9,LY,22,12,vie,mdg2,2024210-1521-9953
9,SC,23,70,vie,mdg2,2024210-1521-9953
9,MC,24,84,vie,mdg2,2024210-1521-9953
9,DP,25,0,vie,mdg2,2024210-1521-9953
9,LC,26,80,vie,mdg2,2024210-1521-9953
9,MP,27,12,vie,mdg2,2024210-1521-9953
9,MG,28,65,vie,mdg2,2024210-1521-9953
9,MB,29,72,vie,mdg2,2024210-1521-9953
9,MR,30,26,vie,mdg2,2024210-1521-9953
9,LR,31,17,vie,mdg2,2024210-1521-9953
9,LO,32,62,vie,mdg2,2024210-1521-9953
9,A3,33,82,vie,mdg2,2024210-1521-9953
9,SH,34,56,vie,mdg2,2024210-1521-9953
9,SR,35,0,vie,mdg2,2024210-1521-9953
9,SG,36,60,vie,mdg2,2024210-1521-9953
9,DC,37,70,vie,mdg2,2024210-1521-9953
10,DO,1,64,malade,mdg2,2024210-1521-9953
10,LG,2,62,malade,mdg2,2024210-1521-9953
10,LB,3,54,malade,mdg2,2024210-1521-9953
10,LY,4,62,malade,mdg2,2024210-1521-9953
10,DH,5,20,malade,mdg2,2024210-1521-9953
10,DB,6,29,malade,mdg2,2024210-1521-9953
10,A1,7,33,malade,mdg2,2024210-1521-9953
10,MB,8,60,malade,mdg2,2024210-1521-9953
10,SG,9,73,malade,mdg2,2024210-1521-9953
10,LR,10,75,malade,mdg2,2024210-1521-9953
10,BK,11,0,malade,mdg2,2024210-1521-9953
10,SP,12,0,malade,mdg2,2024210-1521-9953
10,DP,13,0,malade,mdg2,2024210-1521-9953
10,DC,14,66,malade,mdg2,2024210-1521-9953
10,WH,15,1,malade,mdg2,2024210-1521-9953
10,MH,16,58,malade,mdg2,2024210-1521-9953
10,DY,17,63,malade,mdg2,2024210-1521-9953
10,MY,18,28,malade,mdg2,2024210-1521-9953
10,LO,19,17,malade,mdg2,2024210-1521-9953
10,SR,20,73,malade,mdg2,2024210-1521-9953
10,SO,21,0,malade,mdg2,2024210-1521-9953
10,SC,22,44,malade,mdg2,2024210-1521-9953
10,SB,23,30,malade,mdg2,2024210-1521-9953
10,DR,24,69,malade,mdg2,2024210-1521-9953
10,DG,25,19,malade,mdg2,2024210-1521-9953
10,MC,26,18,malade,mdg2,2024210-1521-9953
10,LH,27,0,malade,mdg2,2024210-1521-9953
10,SY,28,65,malade,mdg2,2024210-1521-9953
10,SH,29,27,malade,mdg2,2024210-1521-9953
10,LC,30,25,malade,mdg2,2024210-1521-9953
10,LP,31,18,malade,mdg2,2024210-1521-9953
10,A3,32,5,malade,mdg2,2024210-1521-9953
10,MO,33,66,malade,mdg2,2024210-1521-9953
10,MP,34,19,malade,mdg2,2024210-1521-9953
10,MG,35,56,malade,mdg2,2024210-1521-9953
10,MR,36,75,malade,mdg2,2024210-1521-9953
10,A2,37,0,malade,mdg2,2024210-1521-9953
11,DR,1,62,mort,mdg2,2024210-1521-9953
11,A2,2,23,mort,mdg2,2024210-1521-9953
11,DB,3,23,mort,mdg2,2024210-1521-9953
11,LG,4,12,mort,mdg2,2024210-1521-9953
11,MG,5,13,mort,mdg2,2024210-1521-9953
11,LP,6,17,mort,mdg2,2024210-1521-9953
11,LR,7,31,mort,mdg2,2024210-1521-9953
11,DH,8,25,mort,mdg2,2024210-1521-9953
11,LB,9,18,mort,mdg2,2024210-1521-9953
11,DY,10,55,mort,mdg2,2024210-1521-9953
11,DG,11,25,mort,mdg2,2024210-1521-9953
11,DP,12,13,mort,mdg2,2024210-1521-9953
11,MO,13,18,mort,mdg2,2024210-1521-9953
11,DC,14,25,mort,mdg2,2024210-1521-9953
11,A3,15,62,mort,mdg2,2024210-1521-9953
11,LO,16,42,mort,mdg2,2024210-1521-9953
11,MH,17,30,mort,mdg2,2024210-1521-9953
11,BK,18,100,mort,mdg2,2024210-1521-9953
11,MC,19,29,mort,mdg2,2024210-1521-9953
11,DO,20,30,mort,mdg2,2024210-1521-9953
11,MY,21,25,mort,mdg2,2024210-1521-9953
11,SP,22,0,mort,mdg2,2024210-1521-9953
11,LY,23,7,mort,mdg2,2024210-1521-9953
11,A1,24,86,mort,mdg2,2024210-1521-9953
11,MP,25,22,mort,mdg2,2024210-1521-9953
11,SO,26,30,mort,mdg2,2024210-1521-9953
11,SH,27,22,mort,mdg2,2024210-1521-9953
11,MR,28,62,mort,mdg2,2024210-1521-9953
11,SY,29,22,mort,mdg2,2024210-1521-9953
11,SG,30,16,mort,mdg2,2024210-1521-9953
11,SB,31,39,mort,mdg2,2024210-1521-9953
11,LH,32,38,mort,mdg2,2024210-1521-9953
11,MB,33,19,mort,mdg2,2024210-1521-9953
11,SC,34,39,mort,mdg2,2024210-1521-9953
11,LC,35,32,mort,mdg2,2024210-1521-9953
11,WH,36,6,mort,mdg2,2024210-1521-9953
11,SR,37,71,mort,mdg2,2024210-1521-9953
12,SY,1,57,sécheresse,mdg2,2024210-1521-9953
12,DB,2,21,sécheresse,mdg2,2024210-1521-9953
12,SH,3,39,sécheresse,mdg2,2024210-1521-9953
12,SO,4,65,sécheresse,mdg2,2024210-1521-9953
12,LB,5,30,sécheresse,mdg2,2024210-1521-9953
12,LH,6,17,sécheresse,mdg2,2024210-1521-9953
12,SR,7,55,sécheresse,mdg2,2024210-1521-9953
12,MP,8,8,sécheresse,mdg2,2024210-1521-9953
12,SP,9,23,sécheresse,mdg2,2024210-1521-9953
12,WH,10,50,sécheresse,mdg2,2024210-1521-9953
12,BK,11,48,sécheresse,mdg2,2024210-1521-9953
12,MC,12,24,sécheresse,mdg2,2024210-1521-9953
12,LP,13,28,sécheresse,mdg2,2024210-1521-9953
12,LR,14,25,sécheresse,mdg2,2024210-1521-9953
12,DH,15,14,sécheresse,mdg2,2024210-1521-9953
12,SB,16,0,sécheresse,mdg2,2024210-1521-9953
12,MB,17,2,sécheresse,mdg2,2024210-1521-9953
12,LY,18,86,sécheresse,mdg2,2024210-1521-9953
12,A2,19,28,sécheresse,mdg2,2024210-1521-9953
12,A3,20,32,sécheresse,mdg2,2024210-1521-9953
12,LG,21,17,sécheresse,mdg2,2024210-1521-9953
12,SC,22,11,sécheresse,mdg2,2024210-1521-9953
12,MO,23,79,sécheresse,mdg2,2024210-1521-9953
12,SG,24,22,sécheresse,mdg2,2024210-1521-9953
12,DO,25,69,sécheresse,mdg2,2024210-1521-9953
12,MY,26,87,sécheresse,mdg2,2024210-1521-9953
12,LC,27,21,sécheresse,mdg2,2024210-1521-9953
12,DP,28,6,sécheresse,mdg2,2024210-1521-9953
12,DC,29,0,sécheresse,mdg2,2024210-1521-9953
12,DR,30,69,sécheresse,mdg2,2024210-1521-9953
12,MG,31,14,sécheresse,mdg2,2024210-1521-9953
12,DY,32,69,sécheresse,mdg2,2024210-1521-9953
12,MH,33,28,sécheresse,mdg2,2024210-1521-9953
12,MR,34,56,sécheresse,mdg2,2024210-1521-9953
12,LO,35,68,sécheresse,mdg2,2024210-1521-9953
12,A1,36,32,sécheresse,mdg2,2024210-1521-9953
12,DG,37,5,sécheresse,mdg2,2024210-1521-9953
13,MP,1,20,en bonne santé,mdg2,2024210-1521-9953
13,LY,2,16,en bonne santé,mdg2,2024210-1521-9953
13,MR,3,40,en bonne santé,mdg2,2024210-1521-9953
13,SR,4,26,en bonne santé,mdg2,2024210-1521-9953
13,DH,5,27,en bonne santé,mdg2,2024210-1521-9953
13,LB,6,63,en bonne santé,mdg2,2024210-1521-9953
13,SO,7,14,en bonne santé,mdg2,2024210-1521-9953
13,A3,8,100,en bonne santé,mdg2,2024210-1521-9953
13,LG,9,56,en bonne santé,mdg2,2024210-1521-9953
13,LC,10,60,en bonne santé,mdg2,2024210-1521-9953
13,DR,11,1,en bonne santé,mdg2,2024210-1521-9953
13,DC,12,61,en bonne santé,mdg2,2024210-1521-9953
13,MO,13,25,en bonne santé,mdg2,2024210-1521-9953
13,MY,14,27,en bonne santé,mdg2,2024210-1521-9953
13,DO,15,34,en bonne santé,mdg2,2024210-1521-9953
13,DY,16,25,en bonne santé,mdg2,2024210-1521-9953
13,SC,17,66,en bonne santé,mdg2,2024210-1521-9953
13,SB,18,64,en bonne santé,mdg2,2024210-1521-9953
13,DB,19,68,en bonne santé,mdg2,2024210-1521-9953
13,DP,20,32,en bonne santé,mdg2,2024210-1521-9953
13,MG,21,57,en bonne santé,mdg2,2024210-1521-9953
13,SG,22,77,en bonne santé,mdg2,2024210-1521-9953
13,SP,23,14,en bonne santé,mdg2,2024210-1521-9953
13,DG,24,63,en bonne santé,mdg2,2024210-1521-9953
13,A2,25,29,en bonne santé,mdg2,2024210-1521-9953
13,MC,26,56,en bonne santé,mdg2,2024210-1521-9953
13,LP,27,17,en bonne santé,mdg2,2024210-1521-9953
13,A1,28,33,en bonne santé,mdg2,2024210-1521-9953
13,LH,29,55,en bonne santé,mdg2,2024210-1521-9953
13,BK,30,0,en bonne santé,mdg2,2024210-1521-9953
13,LR,31,59,en bonne santé,mdg2,2024210-1521-9953
13,MH,32,77,en bonne santé,mdg2,2024210-1521-9953
13,SY,33,15,en bonne santé,mdg2,2024210-1521-9953
13,SH,34,58,en bonne santé,mdg2,2024210-1521-9953
13,WH,35,98,en bonne santé,mdg2,2024210-1521-9953
13,LO,36,30,en bonne santé,mdg2,2024210-1521-9953
13,MB,37,64,en bonne santé,mdg2,2024210-1521-9953
14,MC,1,57,triste,mdg2,2024210-1521-9953
14,SY,2,38,triste,mdg2,2024210-1521-9953
14,MY,3,35,triste,mdg2,2024210-1521-9953
14,A1,4,55,triste,mdg2,2024210-1521-9953
14,BK,5,68,triste,mdg2,2024210-1521-9953
14,LB,6,19,triste,mdg2,2024210-1521-9953
14,SH,7,57,triste,mdg2,2024210-1521-9953
14,LG,8,18,triste,mdg2,2024210-1521-9953
14,MH,9,30,triste,mdg2,2024210-1521-9953
14,SB,10,25,triste,mdg2,2024210-1521-9953
14,LY,11,28,triste,mdg2,2024210-1521-9953
14,LC,12,27,triste,mdg2,2024210-1521-9953
14,A3,13,76,triste,mdg2,2024210-1521-9953
14,A2,14,76,triste,mdg2,2024210-1521-9953
14,LH,15,25,triste,mdg2,2024210-1521-9953
14,SR,16,21,triste,mdg2,2024210-1521-9953
14,DB,17,27,triste,mdg2,2024210-1521-9953
14,DP,18,0,triste,mdg2,2024210-1521-9953
14,SC,19,34,triste,mdg2,2024210-1521-9953
