concept1,concept2,mgL_usH1,mgL_usH2,mgH_usH1,mgH_usH2,mgL_usL1,mgL_usL2,mgH_usL1,mgH_usL2
mango,lightning,WH,DP,WH,DG,LY,SC,DR,DG
mango,lightning,WH,DP,WH,DG,LY,SC,DR,SG
mango,lightning,WH,DP,WH,DG,LY,SC,DG,SR
mango,lightning,WH,DP,WH,DG,LY,SC,SG,SR
mango,lightning,WH,DP,WH,DG,LY,LH,DR,DG
mango,lightning,WH,DP,WH,DG,LY,LH,DR,SG
mango,lightning,WH,DP,WH,DG,LY,LH,DG,SR
mango,lightning,WH,DP,WH,DG,LY,LH,SG,SR
mango,lightning,WH,DP,WH,DG,SP,DP,DR,DG
mango,lightning,WH,DP,WH,DG,SP,DP,DR,SG
mango,lightning,WH,DP,WH,DG,SP,DP,DG,SR
mango,lightning,WH,DP,WH,DG,SP,DP,SG,SR
mango,lightning,WH,DP,WH,DG,SP,MP,DR,DG
mango,lightning,WH,DP,WH,DG,SP,MP,DR,SG
mango,lightning,WH,DP,WH,DG,SP,MP,DG,SR
mango,lightning,WH,DP,WH,DG,SP,MP,SG,SR
mango,lightning,WH,DP,WH,DG,SP,MC,DR,DG
mango,lightning,WH,DP,WH,DG,SP,MC,DR,SG
mango,lightning,WH,DP,WH,DG,SP,MC,DG,SR
mango,lightning,WH,DP,WH,DG,SP,MC,SG,SR
mango,lightning,WH,DP,WH,DG,SP,LP,DR,DG
mango,lightning,WH,DP,WH,DG,SP,LP,DR,SG
mango,lightning,WH,DP,WH,DG,SP,LP,DG,SR
mango,lightning,WH,DP,WH,DG,SP,LP,SG,SR
mango,lightning,WH,DP,WH,DG,DP,MP,DR,DG
mango,lightning,WH,DP,WH,DG,DP,MP,DR,SG
mango,lightning,WH,DP,WH,DG,DP,MP,DG,SR
mango,lightning,WH,DP,WH,DG,DP,MP,SG,SR
mango,lightning,WH,DP,WH,DG,DP,LP,DR,DG
mango,lightning,WH,DP,WH,DG,DP,LP,DR,SG
mango,lightning,WH,DP,WH,DG,DP,LP,DG,SR
mango,lightning,WH,DP,WH,DG,DP,LP,SG,SR
mango,lightning,WH,DP,WH,DG,DR,SR,DR,DG
mango,lightning,WH,DP,WH,DG,DR,SR,DR,SG
mango,lightning,WH,DP,WH,DG,DR,SR,DG,SR
mango,lightning,WH,DP,WH,DG,DR,SR,SG,SR
mango,lightning,WH,DP,WH,DG,DC,MC,DR,DG
mango,lightning,WH,DP,WH,DG,DC,MC,DR,SG
mango,lightning,WH,DP,WH,DG,DC,MC,DG,SR
mango,lightning,WH,DP,WH,DG,DC,MC,SG,SR
mango,lightning,WH,DP,WH,DG,SB,LB,DR,DG
mango,lightning,WH,DP,WH,DG,SB,LB,DR,SG
mango,lightning,WH,DP,WH,DG,SB,LB,DG,SR
mango,lightning,WH,DP,WH,DG,SB,LB,SG,SR
mango,lightning,WH,DP,WH,DG,A1,BK,DR,DG
mango,lightning,WH,DP,WH,DG,A1,BK,DR,SG
mango,lightning,WH,DP,WH,DG,A1,BK,DG,SR
mango,lightning,WH,DP,WH,DG,A1,BK,SG,SR
mango,lightning,WH,DP,WH,DG,MP,LP,DR,DG
mango,lightning,WH,DP,WH,DG,MP,LP,DR,SG
mango,lightning,WH,DP,WH,DG,MP,LP,DG,SR
mango,lightning,WH,DP,WH,DG,MP,LP,SG,SR
mango,lightning,WH,DP,WH,DG,DO,LO,DR,DG
mango,lightning,WH,DP,WH,DG,DO,LO,DR,SG
mango,lightning,WH,DP,WH,DG,DO,LO,DG,SR
mango,lightning,WH,DP,WH,DG,DO,LO,SG,SR
mango,lightning,WH,DP,WH,DG,LR,MR,DR,DG
mango,lightning,WH,DP,WH,DG,LR,MR,DR,SG
mango,lightning,WH,DP,WH,DG,LR,MR,DG,SR
mango,lightning,WH,DP,WH,DG,LR,MR,SG,SR
mango,lightning,WH,DP,WH,DG,MR,LO,DR,DG
mango,lightning,WH,DP,WH,DG,MR,LO,DR,SG
mango,lightning,WH,DP,WH,DG,MR,LO,DG,SR
mango,lightning,WH,DP,WH,DG,MR,LO,SG,SR
mango,lightning,WH,DP,WH,DG,MC,LP,DR,DG
mango,lightning,WH,DP,WH,DG,MC,LP,DR,SG
mango,lightning,WH,DP,WH,DG,MC,LP,DG,SR
mango,lightning,WH,DP,WH,DG,MC,LP,SG,SR
mango,lightning,WH,DP,WH,DG,SC,LH,DR,DG
mango,lightning,WH,DP,WH,DG,SC,LH,DR,SG
mango,lightning,WH,DP,WH,DG,SC,LH,DG,SR
mango,lightning,WH,DP,WH,DG,SC,LH,SG,SR
mango,lightning,WH,DP,WH,DG,LC,MB,DR,DG
mango,lightning,WH,DP,WH,DG,LC,MB,DR,SG
mango,lightning,WH,DP,WH,DG,LC,MB,DG,SR
mango,lightning,WH,DP,WH,DG,LC,MB,SG,SR
mango,lightning,WH,DP,WH,DG,LC,DB,DR,DG
mango,lightning,WH,DP,WH,DG,LC,DB,DR,SG
mango,lightning,WH,DP,WH,DG,LC,DB,DG,SR
mango,lightning,WH,DP,WH,DG,LC,DB,SG,SR
mango,lightning,WH,DP,WH,DG,MB,DB,DR,DG
mango,lightning,WH,DP,WH,DG,MB,DB,DR,SG
mango,lightning,WH,DP,WH,DG,MB,DB,DG,SR
mango,lightning,WH,DP,WH,DG,MB,DB,SG,SR
mango,lightning,WH,DP,WH,SG,LY,SC,DR,DG
mango,lightning,WH,DP,WH,SG,LY,SC,DR,SG
mango,lightning,WH,DP,WH,SG,LY,SC,DG,SR
mango,lightning,WH,DP,WH,SG,LY,SC,SG,SR
mango,lightning,WH,DP,WH,SG,LY,LH,DR,DG
mango,lightning,WH,DP,WH,SG,LY,LH,DR,SG
mango,lightning,WH,DP,WH,SG,LY,LH,DG,SR
mango,lightning,WH,DP,WH,SG,LY,LH,SG,SR
mango,lightning,WH,DP,WH,SG,SP,DP,DR,DG
mango,lightning,WH,DP,WH,SG,SP,DP,DR,SG
mango,lightning,WH,DP,WH,SG,SP,DP,DG,SR
mango,lightning,WH,DP,WH,SG,SP,DP,SG,SR
mango,lightning,WH,DP,WH,SG,SP,MP,DR,DG
mango,lightning,WH,DP,WH,SG,SP,MP,DR,SG
mango,lightning,WH,DP,WH,SG,SP,MP,DG,SR
mango,lightning,WH,DP,WH,SG,SP,MP,SG,SR
mango,lightning,WH,DP,WH,SG,SP,MC,DR,DG
mango,lightning,WH,DP,WH,SG,SP,MC,DR,SG
mango,lightning,WH,DP,WH,SG,SP,MC,DG,SR
mango,lightning,WH,DP,WH,SG,SP,MC,SG,SR
mango,lightning,WH,DP,WH,SG,SP,LP,DR,DG
mango,lightning,WH,DP,WH,SG,SP,LP,DR,SG
mango,lightning,WH,DP,WH,SG,SP,LP,DG,SR
mango,lightning,WH,DP,WH,SG,SP,LP,SG,SR
mango,lightning,WH,DP,WH,SG,DP,MP,DR,DG
mango,lightning,WH,DP,WH,SG,DP,MP,DR,SG
mango,lightning,WH,DP,WH,SG,DP,MP,DG,SR
mango,lightning,WH,DP,WH,SG,DP,MP,SG,SR
mango,lightning,WH,DP,WH,SG,DP,LP,DR,DG
mango,lightning,WH,DP,WH,SG,DP,LP,DR,SG
mango,lightning,WH,DP,WH,SG,DP,LP,DG,SR
mango,lightning,WH,DP,WH,SG,DP,LP,SG,SR
mango,lightning,WH,DP,WH,SG,DR,SR,DR,DG
mango,lightning,WH,DP,WH,SG,DR,SR,DR,SG
mango,lightning,WH,DP,WH,SG,DR,SR,DG,SR
mango,lightning,WH,DP,WH,SG,DR,SR,SG,SR
mango,lightning,WH,DP,WH,SG,DC,MC,DR,DG
mango,lightning,WH,DP,WH,SG,DC,MC,DR,SG
mango,lightning,WH,DP,WH,SG,DC,MC,DG,SR
mango,lightning,WH,DP,WH,SG,DC,MC,SG,SR
mango,lightning,WH,DP,WH,SG,SB,LB,DR,DG
mango,lightning,WH,DP,WH,SG,SB,LB,DR,SG
mango,lightning,WH,DP,WH,SG,SB,LB,DG,SR
mango,lightning,WH,DP,WH,SG,SB,LB,SG,SR
mango,lightning,WH,DP,WH,SG,A1,BK,DR,DG
mango,lightning,WH,DP,WH,SG,A1,BK,DR,SG
mango,lightning,WH,DP,WH,SG,A1,BK,DG,SR
mango,lightning,WH,DP,WH,SG,A1,BK,SG,SR
mango,lightning,WH,DP,WH,SG,MP,LP,DR,DG
mango,lightning,WH,DP,WH,SG,MP,LP,DR,SG
mango,lightning,WH,DP,WH,SG,MP,LP,DG,SR
mango,lightning,WH,DP,WH,SG,MP,LP,SG,SR
mango,lightning,WH,DP,WH,SG,DO,LO,DR,DG
mango,lightning,WH,DP,WH,SG,DO,LO,DR,SG
mango,lightning,WH,DP,WH,SG,DO,LO,DG,SR
mango,lightning,WH,DP,WH,SG,DO,LO,SG,SR
mango,lightning,WH,DP,WH,SG,LR,MR,DR,DG
mango,lightning,WH,DP,WH,SG,LR,MR,DR,SG
mango,lightning,WH,DP,WH,SG,LR,MR,DG,SR
mango,lightning,WH,DP,WH,SG,LR,MR,SG,SR
mango,lightning,WH,DP,WH,SG,MR,LO,DR,DG
mango,lightning,WH,DP,WH,SG,MR,LO,DR,SG
mango,lightning,WH,DP,WH,SG,MR,LO,DG,SR
mango,lightning,WH,DP,WH,SG,MR,LO,SG,SR
mango,lightning,WH,DP,WH,SG,MC,LP,DR,DG
mango,lightning,WH,DP,WH,SG,MC,LP,DR,SG
mango,lightning,WH,DP,WH,SG,MC,LP,DG,SR
mango,lightning,WH,DP,WH,SG,MC,LP,SG,SR
mango,lightning,WH,DP,WH,SG,SC,LH,DR,DG
mango,lightning,WH,DP,WH,SG,SC,LH,DR,SG
mango,lightning,WH,DP,WH,SG,SC,LH,DG,SR
mango,lightning,WH,DP,WH,SG,SC,LH,SG,SR
mango,lightning,WH,DP,WH,SG,LC,MB,DR,DG
mango,lightning,WH,DP,WH,SG,LC,MB,DR,SG
mango,lightning,WH,DP,WH,SG,LC,MB,DG,SR
mango,lightning,WH,DP,WH,SG,LC,MB,SG,SR
mango,lightning,WH,DP,WH,SG,LC,DB,DR,DG
mango,lightning,WH,DP,WH,SG,LC,DB,DR,SG
mango,lightning,WH,DP,WH,SG,LC,DB,DG,SR
mango,lightning,WH,DP,WH,SG,LC,DB,SG,SR
mango,lightning,WH,DP,WH,SG,MB,DB,DR,DG
mango,lightning,WH,DP,WH,SG,MB,DB,DR,SG
mango,lightning,WH,DP,WH,SG,MB,DB,DG,SR
mango,lightning,WH,DP,WH,SG,MB,DB,SG,SR
mango,lightning,WH,DP,DG,A1,LY,SC,DR,DG
mango,lightning,WH,DP,DG,A1,LY,SC,DR,SG
mango,lightning,WH,DP,DG,A1,LY,SC,DG,SR
mango,lightning,WH,DP,DG,A1,LY,SC,SG,SR
mango,lightning,WH,DP,DG,A1,LY,LH,DR,DG
mango,lightning,WH,DP,DG,A1,LY,LH,DR,SG
mango,lightning,WH,DP,DG,A1,LY,LH,DG,SR
mango,lightning,WH,DP,DG,A1,LY,LH,SG,SR
mango,lightning,WH,DP,DG,A1,SP,DP,DR,DG
mango,lightning,WH,DP,DG,A1,SP,DP,DR,SG
mango,lightning,WH,DP,DG,A1,SP,DP,DG,SR
mango,lightning,WH,DP,DG,A1,SP,DP,SG,SR
mango,lightning,WH,DP,DG,A1,SP,MP,DR,DG
mango,lightning,WH,DP,DG,A1,SP,MP,DR,SG
mango,lightning,WH,DP,DG,A1,SP,MP,DG,SR
mango,lightning,WH,DP,DG,A1,SP,MP,SG,SR
mango,lightning,WH,DP,DG,A1,SP,MC,DR,DG
mango,lightning,WH,DP,DG,A1,SP,MC,DR,SG
mango,lightning,WH,DP,DG,A1,SP,MC,DG,SR
mango,lightning,WH,DP,DG,A1,SP,MC,SG,SR
mango,lightning,WH,DP,DG,A1,SP,LP,DR,DG
mango,lightning,WH,DP,DG,A1,SP,LP,DR,SG
mango,lightning,WH,DP,DG,A1,SP,LP,DG,SR
mango,lightning,WH,DP,DG,A1,SP,LP,SG,SR
mango,lightning,WH,DP,DG,A1,DP,MP,DR,DG
mango,lightning,WH,DP,DG,A1,DP,MP,DR,SG
mango,lightning,WH,DP,DG,A1,DP,MP,DG,SR
mango,lightning,WH,DP,DG,A1,DP,MP,SG,SR
mango,lightning,WH,DP,DG,A1,DP,LP,DR,DG
mango,lightning,WH,DP,DG,A1,DP,LP,DR,SG
mango,lightning,WH,DP,DG,A1,DP,LP,DG,SR
mango,lightning,WH,DP,DG,A1,DP,LP,SG,SR
mango,lightning,WH,DP,DG,A1,DR,SR,DR,DG
mango,lightning,WH,DP,DG,A1,DR,SR,DR,SG
mango,lightning,WH,DP,DG,A1,DR,SR,DG,SR
mango,lightning,WH,DP,DG,A1,DR,SR,SG,SR
mango,lightning,WH,DP,DG,A1,DC,MC,DR,DG
mango,lightning,WH,DP,DG,A1,DC,MC,DR,SG
mango,lightning,WH,DP,DG,A1,DC,MC,DG,SR
mango,lightning,WH,DP,DG,A1,DC,MC,SG,SR
mango,lightning,WH,DP,DG,A1,SB,LB,DR,DG
mango,lightning,WH,DP,DG,A1,SB,LB,DR,SG
mango,lightning,WH,DP,DG,A1,SB,LB,DG,SR
mango,lightning,WH,DP,DG,A1,SB,LB,SG,SR
mango,lightning,WH,DP,DG,A1,A1,BK,DR,DG
mango,lightning,WH,DP,DG,A1,A1,BK,DR,SG
mango,lightning,WH,DP,DG,A1,A1,BK,DG,SR
mango,lightning,WH,DP,DG,A1,A1,BK,SG,SR
mango,lightning,WH,DP,DG,A1,MP,LP,DR,DG
mango,lightning,WH,DP,DG,A1,MP,LP,DR,SG
mango,lightning,WH,DP,DG,A1,MP,LP,DG,SR
mango,lightning,WH,DP,DG,A1,MP,LP,SG,SR
mango,lightning,WH,DP,DG,A1,DO,LO,DR,DG
mango,lightning,WH,DP,DG,A1,DO,LO,DR,SG
mango,lightning,WH,DP,DG,A1,DO,LO,DG,SR
mango,lightning,WH,DP,DG,A1,DO,LO,SG,SR
mango,lightning,WH,DP,DG,A1,LR,MR,DR,DG
mango,lightning,WH,DP,DG,A1,LR,MR,DR,SG
mango,lightning,WH,DP,DG,A1,LR,MR,DG,SR
mango,lightning,WH,DP,DG,A1,LR,MR,SG,SR
mango,lightning,WH,DP,DG,A1,MR,LO,DR,DG
mango,lightning,WH,DP,DG,A1,MR,LO,DR,SG
mango,lightning,WH,DP,DG,A1,MR,LO,DG,SR
mango,lightning,WH,DP,DG,A1,MR,LO,SG,SR
mango,lightning,WH,DP,DG,A1,MC,LP,DR,DG
mango,lightning,WH,DP,DG,A1,MC,LP,DR,SG
mango,lightning,WH,DP,DG,A1,MC,LP,DG,SR
mango,lightning,WH,DP,DG,A1,MC,LP,SG,SR
mango,lightning,WH,DP,DG,A1,SC,LH,DR,DG
mango,lightning,WH,DP,DG,A1,SC,LH,DR,SG
mango,lightning,WH,DP,DG,A1,SC,LH,DG,SR
mango,lightning,WH,DP,DG,A1,SC,LH,SG,SR
mango,lightning,WH,DP,DG,A1,LC,MB,DR,DG
mango,lightning,WH,DP,DG,A1,LC,MB,DR,SG
mango,lightning,WH,DP,DG,A1,LC,MB,DG,SR
mango,lightning,WH,DP,DG,A1,LC,MB,SG,SR
mango,lightning,WH,DP,DG,A1,LC,DB,DR,DG
mango,lightning,WH,DP,DG,A1,LC,DB,DR,SG
mango,lightning,WH,DP,DG,A1,LC,DB,DG,SR
mango,lightning,WH,DP,DG,A1,LC,DB,SG,SR
mango,lightning,WH,DP,DG,A1,MB,DB,DR,DG
mango,lightning,WH,DP,DG,A1,MB,DB,DR,SG
mango,lightning,WH,DP,DG,A1,MB,DB,DG,SR
mango,lightning,WH,DP,DG,A1,MB,DB,SG,SR
mango,lightning,WH,DP,DG,A3,LY,SC,DR,DG
mango,lightning,WH,DP,DG,A3,LY,SC,DR,SG
mango,lightning,WH,DP,DG,A3,LY,SC,DG,SR
mango,lightning,WH,DP,DG,A3,LY,SC,SG,SR
mango,lightning,WH,DP,DG,A3,LY,LH,DR,DG
mango,lightning,WH,DP,DG,A3,LY,LH,DR,SG
mango,lightning,WH,DP,DG,A3,LY,LH,DG,SR
mango,lightning,WH,DP,DG,A3,LY,LH,SG,SR
mango,lightning,WH,DP,DG,A3,SP,DP,DR,DG
mango,lightning,WH,DP,DG,A3,SP,DP,DR,SG
mango,lightning,WH,DP,DG,A3,SP,DP,DG,SR
mango,lightning,WH,DP,DG,A3,SP,DP,SG,SR
mango,lightning,WH,DP,DG,A3,SP,MP,DR,DG
mango,lightning,WH,DP,DG,A3,SP,MP,DR,SG
mango,lightning,WH,DP,DG,A3,SP,MP,DG,SR
mango,lightning,WH,DP,DG,A3,SP,MP,SG,SR
mango,lightning,WH,DP,DG,A3,SP,MC,DR,DG
mango,lightning,WH,DP,DG,A3,SP,MC,DR,SG
mango,lightning,WH,DP,DG,A3,SP,MC,DG,SR
mango,lightning,WH,DP,DG,A3,SP,MC,SG,SR
mango,lightning,WH,DP,DG,A3,SP,LP,DR,DG
mango,lightning,WH,DP,DG,A3,SP,LP,DR,SG
mango,lightning,WH,DP,DG,A3,SP,LP,DG,SR
mango,lightning,WH,DP,DG,A3,SP,LP,SG,SR
mango,lightning,WH,DP,DG,A3,DP,MP,DR,DG
mango,lightning,WH,DP,DG,A3,DP,MP,DR,SG
mango,lightning,WH,DP,DG,A3,DP,MP,DG,SR
mango,lightning,WH,DP,DG,A3,DP,MP,SG,SR
mango,lightning,WH,DP,DG,A3,DP,LP,DR,DG
mango,lightning,WH,DP,DG,A3,DP,LP,DR,SG
mango,lightning,WH,DP,DG,A3,DP,LP,DG,SR
mango,lightning,WH,DP,DG,A3,DP,LP,SG,SR
mango,lightning,WH,DP,DG,A3,DR,SR,DR,DG
mango,lightning,WH,DP,DG,A3,DR,SR,DR,SG
mango,lightning,WH,DP,DG,A3,DR,SR,DG,SR
mango,lightning,WH,DP,DG,A3,DR,SR,SG,SR
mango,lightning,WH,DP,DG,A3,DC,MC,DR,DG
mango,lightning,WH,DP,DG,A3,DC,MC,DR,SG
mango,lightning,WH,DP,DG,A3,DC,MC,DG,SR
mango,lightning,WH,DP,DG,A3,DC,MC,SG,SR
mango,lightning,WH,DP,DG,A3,SB,LB,DR,DG
mango,lightning,WH,DP,DG,A3,SB,LB,DR,SG
mango,lightning,WH,DP,DG,A3,SB,LB,DG,SR
mango,lightning,WH,DP,DG,A3,SB,LB,SG,SR
mango,lightning,WH,DP,DG,A3,A1,BK,DR,DG
mango,lightning,WH,DP,DG,A3,A1,BK,DR,SG
mango,lightning,WH,DP,DG,A3,A1,BK,DG,SR
mango,lightning,WH,DP,DG,A3,A1,BK,SG,SR
mango,lightning,WH,DP,DG,A3,MP,LP,DR,DG
mango,lightning,WH,DP,DG,A3,MP,LP,DR,SG
mango,lightning,WH,DP,DG,A3,MP,LP,DG,SR
mango,lightning,WH,DP,DG,A3,MP,LP,SG,SR
mango,lightning,WH,DP,DG,A3,DO,LO,DR,DG
mango,lightning,WH,DP,DG,A3,DO,LO,DR,SG
mango,lightning,WH,DP,DG,A3,DO,LO,DG,SR
mango,lightning,WH,DP,DG,A3,DO,LO,SG,SR
mango,lightning,WH,DP,DG,A3,LR,MR,DR,DG
mango,lightning,WH,DP,DG,A3,LR,MR,DR,SG
mango,lightning,WH,DP,DG,A3,LR,MR,DG,SR
mango,lightning,WH,DP,DG,A3,LR,MR,SG,SR
mango,lightning,WH,DP,DG,A3,MR,LO,DR,DG
mango,lightning,WH,DP,DG,A3,MR,LO,DR,SG
mango,lightning,WH,DP,DG,A3,MR,LO,DG,SR
mango,lightning,WH,DP,DG,A3,MR,LO,SG,SR
mango,lightning,WH,DP,DG,A3,MC,LP,DR,DG
mango,lightning,WH,DP,DG,A3,MC,LP,DR,SG
mango,lightning,WH,DP,DG,A3,MC,LP,DG,SR
mango,lightning,WH,DP,DG,A3,MC,LP,SG,SR
mango,lightning,WH,DP,DG,A3,SC,LH,DR,DG
mango,lightning,WH,DP,DG,A3,SC,LH,DR,SG
mango,lightning,WH,DP,DG,A3,SC,LH,DG,SR
mango,lightning,WH,DP,DG,A3,SC,LH,SG,SR
mango,lightning,WH,DP,DG,A3,LC,MB,DR,DG
mango,lightning,WH,DP,DG,A3,LC,MB,DR,SG
mango,lightning,WH,DP,DG,A3,LC,MB,DG,SR
mango,lightning,WH,DP,DG,A3,LC,MB,SG,SR
mango,lightning,WH,DP,DG,A3,LC,DB,DR,DG
mango,lightning,WH,DP,DG,A3,LC,DB,DR,SG
mango,lightning,WH,DP,DG,A3,LC,DB,DG,SR
mango,lightning,WH,DP,DG,A3,LC,DB,SG,SR
mango,lightning,WH,DP,DG,A3,MB,DB,DR,DG
mango,lightning,WH,DP,DG,A3,MB,DB,DR,SG
mango,lightning,WH,DP,DG,A3,MB,DB,DG,SR
mango,lightning,WH,DP,DG,A3,MB,DB,SG,SR
mango,lightning,WH,DP,DG,BK,LY,SC,DR,DG
mango,lightning,WH,DP,DG,BK,LY,SC,DR,SG
mango,lightning,WH,DP,DG,BK,LY,SC,DG,SR
mango,lightning,WH,DP,DG,BK,LY,SC,SG,SR
mango,lightning,WH,DP,DG,BK,LY,LH,DR,DG
mango,lightning,WH,DP,DG,BK,LY,LH,DR,SG
mango,lightning,WH,DP,DG,BK,LY,LH,DG,SR
mango,lightning,WH,DP,DG,BK,LY,LH,SG,SR
mango,lightning,WH,DP,DG,BK,SP,DP,DR,DG
mango,lightning,WH,DP,DG,BK,SP,DP,DR,SG
mango,lightning,WH,DP,DG,BK,SP,DP,DG,SR
mango,lightning,WH,DP,DG,BK,SP,DP,SG,SR
mango,lightning,WH,DP,DG,BK,SP,MP,DR,DG
mango,lightning,WH,DP,DG,BK,SP,MP,DR,SG
mango,lightning,WH,DP,DG,BK,SP,MP,DG,SR
mango,lightning,WH,DP,DG,BK,SP,MP,SG,SR
mango,lightning,WH,DP,DG,BK,SP,MC,DR,DG
mango,lightning,WH,DP,DG,BK,SP,MC,DR,SG
mango,lightning,WH,DP,DG,BK,SP,MC,DG,SR
mango,lightning,WH,DP,DG,BK,SP,MC,SG,SR
mango,lightning,WH,DP,DG,BK,SP,LP,DR,DG
mango,lightning,WH,DP,DG,BK,SP,LP,DR,SG
mango,lightning,WH,DP,DG,BK,SP,LP,DG,SR
mango,lightning,WH,DP,DG,BK,SP,LP,SG,SR
mango,lightning,WH,DP,DG,BK,DP,MP,DR,DG
mango,lightning,WH,DP,DG,BK,DP,MP,DR,SG
mango,lightning,WH,DP,DG,BK,DP,MP,DG,SR
mango,lightning,WH,DP,DG,BK,DP,MP,SG,SR
mango,lightning,WH,DP,DG,BK,DP,LP,DR,DG
mango,lightning,WH,DP,DG,BK,DP,LP,DR,SG
mango,lightning,WH,DP,DG,BK,DP,LP,DG,SR
mango,lightning,WH,DP,DG,BK,DP,LP,SG,SR
mango,lightning,WH,DP,DG,BK,DR,SR,DR,DG
mango,lightning,WH,DP,DG,BK,DR,SR,DR,SG
mango,lightning,WH,DP,DG,BK,DR,SR,DG,SR
mango,lightning,WH,DP,DG,BK,DR,SR,SG,SR
mango,lightning,WH,DP,DG,BK,DC,MC,DR,DG
mango,lightning,WH,DP,DG,BK,DC,MC,DR,SG
mango,lightning,WH,DP,DG,BK,DC,MC,DG,SR
mango,lightning,WH,DP,DG,BK,DC,MC,SG,SR
mango,lightning,WH,DP,DG,BK,SB,LB,DR,DG
mango,lightning,WH,DP,DG,BK,SB,LB,DR,SG
mango,lightning,WH,DP,DG,BK,SB,LB,DG,SR
mango,lightning,WH,DP,DG,BK,SB,LB,SG,SR
mango,lightning,WH,DP,DG,BK,A1,BK,DR,DG
mango,lightning,WH,DP,DG,BK,A1,BK,DR,SG
mango,lightning,WH,DP,DG,BK,A1,BK,DG,SR
mango,lightning,WH,DP,DG,BK,A1,BK,SG,SR
mango,lightning,WH,DP,DG,BK,MP,LP,DR,DG
mango,lightning,WH,DP,DG,BK,MP,LP,DR,SG
mango,lightning,WH,DP,DG,BK,MP,LP,DG,SR
mango,lightning,WH,DP,DG,BK,MP,LP,SG,SR
mango,lightning,WH,DP,DG,BK,DO,LO,DR,DG
mango,lightning,WH,DP,DG,BK,DO,LO,DR,SG
mango,lightning,WH,DP,DG,BK,DO,LO,DG,SR
mango,lightning,WH,DP,DG,BK,DO,LO,SG,SR
mango,lightning,WH,DP,DG,BK,LR,MR,DR,DG
mango,lightning,WH,DP,DG,BK,LR,MR,DR,SG
mango,lightning,WH,DP,DG,BK,LR,MR,DG,SR
mango,lightning,WH,DP,DG,BK,LR,MR,SG,SR
mango,lightning,WH,DP,DG,BK,MR,LO,DR,DG
mango,lightning,WH,DP,DG,BK,MR,LO,DR,SG
mango,lightning,WH,DP,DG,BK,MR,LO,DG,SR
mango,lightning,WH,DP,DG,BK,MR,LO,SG,SR
mango,lightning,WH,DP,DG,BK,MC,LP,DR,DG
mango,lightning,WH,DP,DG,BK,MC,LP,DR,SG
mango,lightning,WH,DP,DG,BK,MC,LP,DG,SR
mango,lightning,WH,DP,DG,BK,MC,LP,SG,SR
mango,lightning,WH,DP,DG,BK,SC,LH,DR,DG
mango,lightning,WH,DP,DG,BK,SC,LH,DR,SG
mango,lightning,WH,DP,DG,BK,SC,LH,DG,SR
mango,lightning,WH,DP,DG,BK,SC,LH,SG,SR
mango,lightning,WH,DP,DG,BK,LC,MB,DR,DG
mango,lightning,WH,DP,DG,BK,LC,MB,DR,SG
mango,lightning,WH,DP,DG,BK,LC,MB,DG,SR
mango,lightning,WH,DP,DG,BK,LC,MB,SG,SR
mango,lightning,WH,DP,DG,BK,LC,DB,DR,DG
mango,lightning,WH,DP,DG,BK,LC,DB,DR,SG
mango,lightning,WH,DP,DG,BK,LC,DB,DG,SR
mango,lightning,WH,DP,DG,BK,LC,DB,SG,SR
mango,lightning,WH,DP,DG,BK,MB,DB,DR,DG
mango,lightning,WH,DP,DG,BK,MB,DB,DR,SG
mango,lightning,WH,DP,DG,BK,MB,DB,DG,SR
mango,lightning,WH,DP,DG,BK,MB,DB,SG,SR
mango,lightning,WH,DP,DG,A2,LY,SC,DR,DG
mango,lightning,WH,DP,DG,A2,LY,SC,DR,SG
mango,lightning,WH,DP,DG,A2,LY,SC,DG,SR
mango,lightning,WH,DP,DG,A2,LY,SC,SG,SR
mango,lightning,WH,DP,DG,A2,LY,LH,DR,DG
mango,lightning,WH,DP,DG,A2,LY,LH,DR,SG
mango,lightning,WH,DP,DG,A2,LY,LH,DG,SR
mango,lightning,WH,DP,DG,A2,LY,LH,SG,SR
mango,lightning,WH,DP,DG,A2,SP,DP,DR,DG
mango,lightning,WH,DP,DG,A2,SP,DP,DR,SG
mango,lightning,WH,DP,DG,A2,SP,DP,DG,SR
mango,lightning,WH,DP,DG,A2,SP,DP,SG,SR
mango,lightning,WH,DP,DG,A2,SP,MP,DR,DG
mango,lightning,WH,DP,DG,A2,SP,MP,DR,SG
mango,lightning,WH,DP,DG,A2,SP,MP,DG,SR
mango,lightning,WH,DP,DG,A2,SP,MP,SG,SR
mango,lightning,WH,DP,DG,A2,SP,MC,DR,DG
mango,lightning,WH,DP,DG,A2,SP,MC,DR,SG
mango,lightning,WH,DP,DG,A2,SP,MC,DG,SR
mango,lightning,WH,DP,DG,A2,SP,MC,SG,SR
mango,lightning,WH,DP,DG,A2,SP,LP,DR,DG
mango,lightning,WH,DP,DG,A2,SP,LP,DR,SG
mango,lightning,WH,DP,DG,A2,SP,LP,DG,SR
mango,lightning,WH,DP,DG,A2,SP,LP,SG,SR
mango,lightning,WH,DP,DG,A2,DP,MP,DR,DG
mango,lightning,WH,DP,DG,A2,DP,MP,DR,SG
mango,lightning,WH,DP,DG,A2,DP,MP,DG,SR
mango,lightning,WH,DP,DG,A2,DP,MP,SG,SR
mango,lightning,WH,DP,DG,A2,DP,LP,DR,DG
